,Statement Description,topics,label,0,1,2,3,4,5,6,7,8,
2013,virtualization and virtual hypervisor architecture,virtualization and virtual hypervisor architecture,"4,5 ",0,0,0,0,1,1,0,0,0,
2015,ieee 802 iso networks,ieee 802 iso networks,4,0,0,0,0,1,0,0,0,0,
2016,ietf networks and tcp ip,ietf networks and tcp ip,4,0,0,0,0,1,0,0,0,0,
2017,practical integration and glue protocols,practical integration and glue protocols,4,0,0,0,0,1,0,0,0,0,
2018,vulnerabilities and example exploits,vulnerabilities and example exploits,4,0,0,0,0,1,0,0,0,0,
2020,concept of a service,concept of a service,4,0,0,0,0,1,0,0,0,0,
2021,"service models (client server, peer to peer)","service models (client server, peer to peer)",4,0,0,0,0,1,0,0,0,0,
2022,"service protocol concepts (ipc, apis, idls)","service protocol concepts (ipc, apis, idls)",4,0,0,0,0,1,0,0,0,0,
2023,common service communication architectures,common service communication architectures,4,0,0,0,0,1,0,0,0,0,
2024,service virtualization,service virtualization,4,0,0,0,0,1,0,0,0,0,
2025,vulnerabilities and example exploits,vulnerabilities and example exploits,4,0,0,0,0,1,0,0,0,0,
2027,network hardening,network hardening,4,0,0,0,0,1,0,0,0,0,
2028,implementing ids ips,implementing ids ips,4,0,0,0,0,1,0,0,0,0,
2029,implementing firewalls and virtual private networks (vpns),implementing firewalls and virtual private networks (vpns),4,0,0,0,0,1,0,0,0,0,
2030,defense in depth,defense in depth,4,0,0,0,0,1,0,0,0,0,
2031,honeypots and honeynets,honeypots and honeynets,4,0,0,0,0,1,0,0,0,0,
2032,network monitoring,network monitoring,4,0,0,0,0,1,0,0,0,0,
2033,network traffic analysis,network traffic analysis,4,0,0,0,0,1,0,0,0,0,
2034,minimizing exposure (attack surface and vectors),minimizing exposure (attack surface and vectors),4,0,0,0,0,1,0,0,0,0,
2035,network access control (internal and external),network access control (internal and external),4,0,0,0,0,1,0,0,0,0,
2036,perimeter networks (also known as demilitarized zones or dmzs)   proxy servers,perimeter networks (also known as demilitarized zones or dmzs)   proxy servers,4,0,0,0,0,1,0,0,0,0,
2037,network policy development and enforcement,network policy development and enforcement,4,0,0,0,0,1,0,0,0,0,
2038,network operational procedures,network operational procedures,4,0,0,0,0,1,0,0,0,0,
2039,"network attacks (e.g., session hijacking, man in the middle)","network attacks (e.g., session hijacking, man in the middle)",4,0,0,0,0,1,0,0,0,0,
2040,threat hunting and machine learning,threat hunting and machine learning,4,0,0,0,0,1,0,0,0,0,
2043,what is a system,what is a system,5,0,0,0,0,0,1,0,0,0,
2044,what is systems engineering,what is systems engineering,5,0,0,0,0,0,1,0,0,0,
2045,holistic approaches,holistic approaches,5,0,0,0,0,0,1,0,0,0,
2046,security of general purpose systems,security of general purpose systems,5,0,0,0,0,0,1,0,0,0,
2047,security of special purposes systems,security of special purposes systems,5,0,0,0,0,0,1,0,0,0,
2048,threat models,threat models,5,0,0,0,0,0,1,0,0,0,
